benchmark,dataset,instance_id,seed,agent,arm,run,verdict,cost_usd,num_turns,tool_calls,llm_calls,wall_secs,input_tokens,cached_input_tokens,output_tokens,reasoning_tokens,first_call_input_tokens,first_call_cache_read,cost_usd_adjusted,cache_floor_moved_tokens,agent_surface,agent_version,result_path
artifact,iterative_numerical,iterative_numerical__gradient_descent_rosenbrock,3,claude,tool_rich,1,PASS,0.0588962,4,1,6,24,66383,59514,947,,16098,10231,0.0588962,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__gradient_descent_rosenbrock/tool_rich/run1/result.json
artifact,iterative_numerical,iterative_numerical__hparam_search,3,claude,bash_only,1,PASS,0.0899352,7,3,10,33,72097,59879,1674,,8581,3668,0.0899352,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__hparam_search/bash_only/run1/result.json
artifact,iterative_numerical,iterative_numerical__hparam_search,3,claude,code_only,1,PASS,0.11099309999999998,9,5,12,47,79073,69427,3530,,6202,1289,0.11099309999999998,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__hparam_search/code_only/run1/result.json
artifact,iterative_numerical,iterative_numerical__hparam_search,3,claude,tool_rich,1,PASS,0.10440735,8,4,12,42,142866,134072,2011,,16071,10231,0.10440735,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__hparam_search/tool_rich/run1/result.json
artifact,iterative_numerical,iterative_numerical__logistic_fit,3,claude,bash_only,1,PASS,0.07350155,5,3,6,25,49389,37666,1145,,8601,3668,0.07350155,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__logistic_fit/bash_only/run1/result.json
artifact,iterative_numerical,iterative_numerical__logistic_fit,3,claude,code_only,1,PASS,0.0549191,5,3,6,139,35298,28762,1381,,6222,1289,0.0549191,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__logistic_fit/code_only/run1/result.json
artifact,iterative_numerical,iterative_numerical__logistic_fit,3,claude,tool_rich,1,PASS,0.0762989,5,2,8,37,86072,78028,1444,,16091,10231,0.0762989,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__logistic_fit/tool_rich/run1/result.json
artifact,iterative_numerical,iterative_numerical__newton_sqrt,3,claude,bash_only,1,PASS,0.06466505,4,2,5,15,38020,27056,959,,8588,3668,0.06466505,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__newton_sqrt/bash_only/run1/result.json
artifact,iterative_numerical,iterative_numerical__newton_sqrt,3,claude,code_only,1,PASS,0.04967434999999999,5,2,7,19,34487,28252,1118,,6209,1289,0.04967434999999999,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__newton_sqrt/code_only/run1/result.json
artifact,iterative_numerical,iterative_numerical__newton_sqrt,3,claude,tool_rich,1,PASS,0.061797500000000005,4,1,6,19,66727,59760,1113,,16078,10231,0.061797500000000005,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__newton_sqrt/tool_rich/run1/result.json
artifact,iterative_numerical,iterative_numerical__secant_root_budgeted,3,claude,bash_only,1,PASS,0.07952345,5,3,6,27,48925,37324,1589,,8523,3668,0.07952345,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__secant_root_budgeted/bash_only/run1/result.json
artifact,iterative_numerical,iterative_numerical__secant_root_budgeted,3,claude,code_only,1,PASS,0.06448279999999999,7,5,8,32,49566,42606,1641,,6144,1289,0.06448279999999999,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__secant_root_budgeted/code_only/run1/result.json
artifact,iterative_numerical,iterative_numerical__secant_root_budgeted,3,claude,tool_rich,1,PASS,0.08110395,6,3,7,26,85821,77734,1764,,16041,10231,0.08110395,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/iterative_numerical__secant_root_budgeted/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__aggregate_predictions_easy,3,claude,bash_only,1,PASS,0.09506559999999999,5,3,6,21,46636,28122,1100,,8420,0,0.08516199999999999,3668,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__aggregate_predictions_easy/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__aggregate_predictions_easy,3,claude,code_only,1,PASS,0.0446215,3,1,4,17,20446,12920,788,,6041,0,0.0411412,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__aggregate_predictions_easy/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__aggregate_predictions_easy,3,claude,tool_rich,1,PASS,0.10383189999999999,6,2,8,19,83408,65968,1196,,15911,0,0.07620819999999999,10231,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__aggregate_predictions_easy/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__aggregate_predictions_hard,3,claude,bash_only,1,PASS,0.22156170000000003,7,3,11,119,105938,86724,8172,,9032,3708,0.22156170000000003,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__aggregate_predictions_hard/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__aggregate_predictions_hard,3,claude,code_only,1,PASS,0.13312754999999998,7,3,11,65,65605,52856,4570,,6253,0,0.12964725,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__aggregate_predictions_hard/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__aggregate_predictions_hard,3,claude,tool_rich,1,PASS,0.19099200000000002,11,6,16,85,222363,208385,5010,,16123,9872,0.19002270000000002,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__aggregate_predictions_hard/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__aggregate_predictions_medium,3,claude,bash_only,1,PASS,0.09664815,7,3,10,34,69292,56573,2082,,8470,3308,0.09567615,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__aggregate_predictions_medium/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__aggregate_predictions_medium,3,claude,code_only,1,PASS,0.05716305,4,2,5,22,27397,19511,1399,,6091,0,0.05368275,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__aggregate_predictions_medium/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__aggregate_predictions_medium,3,claude,tool_rich,1,PASS,0.08874465000000001,7,4,10,29,118209,109978,1609,,15961,9872,0.08777535,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__aggregate_predictions_medium/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__curve_queries_easy,3,claude,bash_only,1,PASS,0.061142249999999995,4,2,5,16,37109,25795,668,,8669,3308,0.060170249999999995,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__curve_queries_easy/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__curve_queries_easy,3,claude,code_only,1,PASS,0.043622350000000004,3,1,4,24,20168,13097,815,,6290,0,0.040142050000000006,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__curve_queries_easy/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__curve_queries_easy,3,claude,tool_rich,1,PASS,0.05808435000000001,4,2,5,16,66342,59252,851,,16160,9872,0.05711505000000001,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__curve_queries_easy/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__curve_queries_hard,3,claude,bash_only,1,PASS,0.12573885,7,4,9,69,78477,62742,3096,,9185,3308,0.12476685000000001,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__curve_queries_hard/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__curve_queries_hard,3,claude,code_only,1,PASS,0.09964735,6,3,8,51,51848,41072,3030,,6806,0,0.09616704999999999,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__curve_queries_hard/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__curve_queries_hard,3,claude,tool_rich,1,PASS,0.12170365,6,3,8,61,111736,100818,3269,,16676,9872,0.12073434999999999,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__curve_queries_hard/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__curve_queries_medium,3,claude,bash_only,1,PASS,0.0774752,5,3,6,27,49096,36654,1241,,8915,3308,0.0765032,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__curve_queries_medium/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__curve_queries_medium,3,claude,code_only,1,PASS,0.044850150000000005,5,3,6,36,37387,35408,1707,,6536,6534,0.044850150000000005,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__curve_queries_medium/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__curve_queries_medium,3,claude,tool_rich,1,PASS,0.07833345,5,3,6,45,86517,78244,1509,,16406,9872,0.07736414999999999,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__curve_queries_medium/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__find_broken_runs_easy,3,claude,bash_only,1,PASS,0.171017,9,3,15,75,109925,92365,5073,,9084,3308,0.170045,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__find_broken_runs_easy/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__find_broken_runs_easy,3,claude,code_only,1,PASS,0.1027236,6,2,9,55,51725,41242,3312,,6705,0,0.09924329999999999,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__find_broken_runs_easy/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__find_broken_runs_easy,3,claude,tool_rich,1,PASS,0.16404334999999998,11,4,16,73,192687,180497,4188,,16603,9872,0.16307404999999997,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__find_broken_runs_easy/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__find_broken_runs_hard,3,claude,bash_only,1,PASS,0.11449835,7,4,9,43,76411,61702,2631,,9084,3308,0.11352635,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__find_broken_runs_hard/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__find_broken_runs_hard,3,claude,code_only,1,PASS,0.08439309999999998,5,3,6,39,40303,30617,2501,,6705,0,0.08091279999999998,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__find_broken_runs_hard/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__find_broken_runs_hard,3,claude,tool_rich,1,PASS,0.10705865000000002,6,3,9,44,108079,98163,2604,,16603,9872,0.10608935000000001,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__find_broken_runs_hard/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__find_broken_runs_medium,3,claude,bash_only,1,PASS,0.0938972,6,2,9,35,62221,48754,1827,,9084,3308,0.0929252,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__find_broken_runs_medium/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__find_broken_runs_medium,3,claude,code_only,1,PASS,0.08685815,5,1,8,44,40991,31388,2671,,6705,0,0.08337784999999999,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__find_broken_runs_medium/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__find_broken_runs_medium,3,claude,tool_rich,1,PASS,0.10671905000000001,6,1,10,43,107137,97381,2637,,16575,9872,0.10574975,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__find_broken_runs_medium/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__repair_config_easy,3,claude,bash_only,1,PASS,0.10186729999999998,7,3,11,27,87662,71696,1317,,8456,3308,0.10089529999999998,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__repair_config_easy/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__repair_config_easy,3,claude,code_only,1,PASS,0.11308925000000002,9,5,13,49,93994,80495,2506,,6077,0,0.10960895000000001,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__repair_config_easy/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__repair_config_easy,3,claude,tool_rich,1,PASS,0.12290945,8,3,12,45,145833,132274,2110,,15947,9872,0.12194015,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__repair_config_easy/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__repair_config_hard,3,claude,bash_only,1,PASS,0.21771229999999997,8,3,12,117,106902,84716,7220,,8525,3308,0.21674029999999997,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__repair_config_hard/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__repair_config_hard,3,claude,code_only,1,PASS,0.1625882,7,3,12,83,77963,61469,5433,,6146,0,0.1591079,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__repair_config_hard/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__repair_config_hard,3,claude,tool_rich,1,PASS,0.21713885000000002,8,3,12,103,165026,146517,6865,,16016,9872,0.21616955000000002,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__repair_config_hard/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__repair_config_medium,3,claude,bash_only,1,PASS,0.21408969999999997,8,3,13,113,110399,88659,7014,,8482,3308,0.21311769999999997,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__repair_config_medium/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__repair_config_medium,3,claude,code_only,1,PASS,0.10724094999999999,7,3,13,48,68646,55259,2647,,6103,0,0.10376064999999998,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__repair_config_medium/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__repair_config_medium,3,claude,tool_rich,1,PASS,0.15195640000000002,7,3,10,67,128277,113058,4014,,15973,9872,0.1509871,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__repair_config_medium/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__select_constrained_easy,3,claude,bash_only,1,PASS,0.07706684999999999,4,2,5,23,39513,26587,1287,,9016,3308,0.07609484999999999,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__select_constrained_easy/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__select_constrained_easy,3,claude,code_only,1,PASS,0.065138,4,2,5,36,30112,21445,1659,,6637,0,0.0616577,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__select_constrained_easy/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__select_constrained_easy,3,claude,tool_rich,1,PASS,0.08494114999999999,6,4,7,24,104720,96148,1509,,16507,9872,0.08397184999999999,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__select_constrained_easy/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__select_constrained_hard,3,claude,bash_only,1,PASS,0.0638423,5,3,6,25,51168,43616,1408,,9416,3708,0.0638423,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__select_constrained_hard/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__select_constrained_hard,3,claude,code_only,1,PASS,0.07775705,6,4,8,52,47148,37926,2032,,6637,0,0.07427674999999999,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__select_constrained_hard/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__select_constrained_hard,3,claude,tool_rich,1,PASS,0.09005809999999999,6,4,7,32,105393,96492,1761,,16507,9872,0.08908879999999998,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__select_constrained_hard/tool_rich/run1/result.json
artifact,ml_engineering,ml_engineering__select_constrained_medium,3,claude,bash_only,1,PASS,0.08331419999999999,5,3,6,23,50784,37514,1399,,9016,3308,0.08234219999999999,360,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__select_constrained_medium/bash_only/run1/result.json
artifact,ml_engineering,ml_engineering__select_constrained_medium,3,claude,code_only,1,PASS,0.07397295,6,4,7,42,47108,37904,1785,,6637,0,0.07049264999999999,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__select_constrained_medium/code_only/run1/result.json
artifact,ml_engineering,ml_engineering__select_constrained_medium,3,claude,tool_rich,1,PASS,0.0687207,4,2,5,24,68454,60229,1233,,16507,9872,0.06775139999999999,359,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/ml_engineering__select_constrained_medium/tool_rich/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__counter_replay,3,claude,bash_only,1,PASS,0.06488055,4,2,5,17,37295,26391,1012,,8433,3668,0.06488055,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__counter_replay/bash_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__counter_replay,3,claude,code_only,1,PASS,0.0331533,2,0,3,13,12640,7341,679,,6054,1289,0.0331533,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__counter_replay/code_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__counter_replay,3,claude,tool_rich,1,PASS,0.07519904999999999,6,4,7,19,101217,93741,1210,,15923,10231,0.07519904999999999,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__counter_replay/tool_rich/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__event_ledger,3,claude,bash_only,1,PASS,0.10469969999999999,6,3,7,24,50257,30359,1312,,8840,0,0.0947961,3668,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__event_ledger/bash_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__event_ledger,3,claude,code_only,1,PASS,0.037287400000000005,2,0,3,14,13651,7748,768,,6461,1289,0.037287400000000005,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__event_ledger/code_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__event_ledger,3,claude,tool_rich,1,PASS,0.11400385,5,3,6,4441,87793,68552,1333,,16330,0,0.08638015,10231,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__event_ledger/tool_rich/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__feature_flag_timeline,3,claude,bash_only,1,PASS,0.0644639,3,0,5,19,37358,26748,1049,,8851,4068,0.0644639,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__feature_flag_timeline/bash_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__feature_flag_timeline,3,claude,code_only,1,PASS,0.040813749999999996,2,0,3,13,12898,6070,831,,6072,0,0.03733345,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__feature_flag_timeline/code_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__feature_flag_timeline,3,claude,tool_rich,1,PASS,0.32018270000000004,5,1,10,121,139888,115624,12906,,15941,10231,0.32018270000000004,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__feature_flag_timeline/tool_rich/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__inventory_reconciliation,3,claude,bash_only,1,PASS,0.10183249999999999,5,3,6,29,50560,34200,1932,,8783,0,0.0919289,3668,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__inventory_reconciliation/bash_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__inventory_reconciliation,3,claude,code_only,1,PASS,0.11386655,9,6,11,49,74834,65061,3764,,6404,1289,0.11386655,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__inventory_reconciliation/code_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__inventory_reconciliation,3,claude,tool_rich,1,PASS,0.08364635,5,2,7,62,88158,79117,1651,,16273,10231,0.08364635,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__inventory_reconciliation/tool_rich/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__rate_limiter_replay,3,claude,bash_only,1,PASS,0.08282579999999999,6,4,7,30,59419,47696,1569,,8557,3668,0.08282579999999999,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__rate_limiter_replay/bash_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__rate_limiter_replay,3,claude,code_only,1,PASS,0.05525595,4,2,5,43,28744,22154,1525,,6178,1289,0.05525595,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__rate_limiter_replay/code_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__rate_limiter_replay,3,claude,tool_rich,1,PASS,0.08355825,6,4,7,31,102547,94675,1641,,16047,10231,0.08355825,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__rate_limiter_replay/tool_rich/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__session_fsm,3,claude,bash_only,1,PASS,0.14218224999999998,5,1,8,47,57576,33025,2599,,8759,0,0.13227864999999997,3668,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__session_fsm/bash_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__session_fsm,3,claude,code_only,1,PASS,0.1959341,10,6,13,100,108254,92527,7199,,6380,1289,0.1959341,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__session_fsm/code_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__session_fsm,3,claude,tool_rich,1,PASS,0.4597546,7,4,10,222,199491,165517,18765,,16249,10231,0.4597546,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__session_fsm/tool_rich/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__unreachable_functions,3,claude,bash_only,1,PASS,0.10684205000000001,11,5,15,43,86409,73611,2389,,8459,3668,0.10684205000000001,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__unreachable_functions/bash_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__unreachable_functions,3,claude,code_only,1,PASS,0.14869925,13,9,18,66,126777,115060,4621,,6080,1289,0.14869925,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__unreachable_functions/code_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__unreachable_functions,3,claude,tool_rich,1,PASS,0.12326819999999998,12,5,17,50,166158,155884,2470,,15949,10231,0.12326819999999998,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__unreachable_functions/tool_rich/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__upgrade_impact,3,claude,bash_only,1,PASS,0.13374255000000002,11,7,16,49,123858,109071,2972,,8550,3668,0.13374255000000002,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__upgrade_impact/bash_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__upgrade_impact,3,claude,code_only,1,PASS,0.09335414999999998,7,3,10,55,59206,50583,2990,,6171,1289,0.09335414999999998,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__upgrade_impact/code_only/run1/result.json
artifact,stateful_reasoning,stateful_reasoning__upgrade_impact,3,claude,tool_rich,1,PASS,0.12163724999999999,10,6,14,47,180007,170855,2338,,16040,10231,0.12163724999999999,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/stateful_reasoning__upgrade_impact/tool_rich/run1/result.json
artifact,verification_heavy,verification_heavy__cron_next_fire,3,claude,bash_only,1,PASS,0.36878394999999997,8,3,15,194,154390,120904,13693,,9088,0,0.35888034999999996,3668,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__cron_next_fire/bash_only/run1/result.json
artifact,verification_heavy,verification_heavy__cron_next_fire,3,claude,code_only,1,PASS,0.30806755,10,6,14,180,139853,119971,13065,,6709,1289,0.30806755,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__cron_next_fire/code_only/run1/result.json
artifact,verification_heavy,verification_heavy__cron_next_fire,3,claude,tool_rich,1,PASS,0.2967748,9,4,16,169,198242,179176,11332,,16578,10231,0.2967748,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__cron_next_fire/tool_rich/run1/result.json
artifact,verification_heavy,verification_heavy__csv_dialect_parser,3,claude,bash_only,1,PASS,0.15943785000000002,13,6,21,69,149810,134207,3968,,8691,3668,0.15943785000000002,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__csv_dialect_parser/bash_only/run1/result.json
artifact,verification_heavy,verification_heavy__csv_dialect_parser,3,claude,code_only,1,PASS,0.055503849999999993,4,2,5,21,27718,20042,1303,,6312,0,0.052023549999999995,1289,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__csv_dialect_parser/code_only/run1/result.json
artifact,verification_heavy,verification_heavy__csv_dialect_parser,3,claude,tool_rich,1,PASS,0.09076375,7,5,8,34,121400,113145,1647,,16181,10231,0.09076375,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__csv_dialect_parser/tool_rich/run1/result.json
artifact,verification_heavy,verification_heavy__expression_evaluator,3,claude,bash_only,1,PASS,0.10512055,6,3,8,46,61801,48891,2722,,8757,3668,0.10512055,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__expression_evaluator/bash_only/run1/result.json
artifact,verification_heavy,verification_heavy__expression_evaluator,3,claude,code_only,1,PASS,0.06692530000000001,4,1,6,32,30414,23181,2109,,6378,1289,0.06692530000000001,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__expression_evaluator/code_only/run1/result.json
artifact,verification_heavy,verification_heavy__expression_evaluator,3,claude,tool_rich,1,PASS,0.11446175,7,5,8,40,124451,114810,2844,,16247,10231,0.11446175,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__expression_evaluator/tool_rich/run1/result.json
artifact,verification_heavy,verification_heavy__iban_validator,3,claude,bash_only,1,PASS,0.10426275,7,5,8,40,73656,60325,2312,,9011,3668,0.10426275,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__iban_validator/bash_only/run1/result.json
artifact,verification_heavy,verification_heavy__iban_validator,3,claude,code_only,1,PASS,0.06585930000000001,4,1,6,30,31522,24181,1972,,6632,1289,0.06585930000000001,0,claude_code,2.1.139 (Claude Code),runs/artifact/full_run_seed_3/verification_heavy__iban_validator/code_only/run1/result.json
